sentence,kmeans_cluster,x,y
sl hàng,1,-21.810067999999998,-18.714064
liên hệ,1,7.907433,-30.689080999999998
giao shipper đi,1,-9.560644,-20.56682
hàng đi,1,-8.195367,-15.796741
hàng đi,1,-8.195366,-15.796757999999999
ship cod nha,1,7.706332000000001,-27.826071000000002
uh chiều đi sinh nhật,1,-0.8465030000000001,-10.711400999999999
giúp đơn đi,1,-8.198367,-15.933766
xong,1,-13.335617999999998,-37.36264
hàng ấ,1,-21.802778,-18.706482
6-7h tối ship,1,10.712529,-22.698507
ship tầm 6-7h tối,1,13.193153,-20.765741000000002
phòng bảo hành,1,-3.242154,-33.933155
mấy công gửi,1,-3.844382,-12.657243
nhân viên uống bảo mùi,1,-0.43717399999999995,-27.481792
gửi vưè bảo hành,1,-2.301541,-31.074392
v1 shop ship shopee,1,8.580885,-15.789634
hôm đăng 999,1,-28.027462,-19.872509
gọi đấy,1,-10.636847,-21.047483
cố gắng ship giúp,1,6.843033,-25.405483
đi quanh bảo đọc giao 1,1,-2.217428,-26.45513
bảo gọi,1,2.222625,-32.953506
giao gọi,1,-17.671331,-32.582809000000005
gửi fêback gấu bí,1,-23.251333,-11.607821000000001
ship tết kịp,1,11.542328,-23.124403
hi tắt đi xong khoản hộ i,1,-11.442694,-38.585552
ship hộ ạ7 ngo 369 trường chinh 0912489049 khoản xong ship hộ,1,5.988591,-20.652044
mai giao trg gấp,1,-10.161334,-23.933346
giao hôm,1,-16.901398,-33.066128000000006
sợ shopee ship kịp tết,1,7.982636,-19.350939
tối giao đi,1,-12.567141000000001,-31.658669
giao đồ phát nhạc,1,-0.305954,-6.505913
check giúp,1,-19.762623,-29.704681
hàng cam,1,-14.616626,-18.358938000000002
đăng giúp nha shop,1,-3.33585,-1.0643040000000001
giao bé,1,-1.977107,-4.241825
ship hành,1,-0.7039529999999999,-35.482754
hàng sẵn,1,-7.917662,-8.84463
giao hàng quên,1,-16.520056,-29.413866
cửa hàng tiki shop,1,-1.915099,0.727251
ok thanks p,1,9.468753999999999,-30.038342999999998
hôm tiệm 19h tối,1,-30.086374,-20.072264
ok gọi,1,-14.893885999999998,-27.931488
bưu tá đi phát hôm,1,-22.663063,-10.892714999999999
check vận đơn liên hệ ngừoi,1,-19.858879,-16.783203
shop cửa hôm,1,-1.9475099999999999,0.765414
đặt đc,1,-19.584347,-4.053905
gửi ảnh giúp,1,-24.86484,-29.060973999999998
mua 2 nồi cơm điện nina mua shopee,1,-2.147564,-7.754936
lỗi,1,-0.8833639999999999,-6.18104
hộp hôm khui bận,1,-24.705509,-11.780484
hôm đặt ship 2,1,-3.6117589999999997,-14.440952
link facebook,1,-12.108074,-11.623728999999999
xe đẩy shop lỗi shop xe đẩy b-beko bảo hành giấy bảo hành hãng 2018 nhắc bảo hành,1,-4.841171,-29.83819
chế độ bảo hành,1,-3.3159440000000004,-32.302864
grab,1,-29.088795,-16.580046
grab,1,-29.088465000000003,-16.580198
hàng ơip,1,-21.810807999999998,-18.707607
kho hàng toán thẻ shop,1,-6.624167999999999,-0.281617
tối mấy,1,-1.1986370000000002,-11.157405
thử,1,-27.024717,-8.434813
xong thoát hình chụp đấy,1,-12.253596,-1.415223
tầm 5h chiều,1,1.0788950000000002,-14.102224
shop gửi ship đổi khay,1,-2.228758,-11.023222
gửi giúp 2 khay,1,-7.3127960000000005,-9.928822
thông,1,-26.649426000000002,-13.816273
gói hàng cẩn thận giúp nha đổi sợ gãy kia khổ,1,-18.534969,-15.334978
gửi đi,1,-8.311485000000001,-15.169687
toán,1,-10.485542,-36.927231
300 hàng 250k,1,-33.068794,-19.248642
hôm xe đẩy bảo,1,-4.973094000000001,-17.711388
ship tầm 11-13h 17h chiều trở đi,1,7.828848,-14.097589000000001
check giúp,1,-19.761886999999998,-29.704797999999997
hàng sẵn,1,-7.917808999999999,-8.846223
ngân hàng techcom,1,-22.502620999999998,-17.326069
sợ chiều,1,-1.039462,-11.935184
thử,1,-27.024646999999998,-8.434773
gửi kịp,1,-14.431419,-14.781816000000001
hôm mai gửi xe giúp,1,-8.168821000000001,-15.857885000000001
shopee phí ship tận 121k,1,9.909525,-19.521524
hôm nghỉ đi,1,-9.555641,-20.966444
uh co 2 3 quyển ch tiện mua ship,1,0.916529,-9.452334
gửi bthuon,1,-18.199726000000002,-11.990173
uh sợ,1,2.678977,-8.728959
uh gio đặt gửi quảng ngãi bao,1,3.852181,-12.133432
hôm mấy g ship đồ,1,10.033215,-16.786832999999998
mai ship ság,1,8.508524000000001,-24.227365
shop kiểm tra hàng toán,1,-21.680077,-25.527313
hộ,1,-15.551879999999999,-26.733433
ship 1 chỉnh 1m12,1,5.351481,-13.229195
ok ship chiều toií,1,7.425350999999999,-21.682413
giúp giúp nhâ,1,-20.203466,-20.692106
hàng sale,1,-3.72665,-9.350347
liên hệ,1,7.907433,-30.689080999999998
hic kịp giao tết shop,1,-3.0373639999999997,-19.865387
giao hàng,1,-18.676319,-35.988186
gọi tổng đài,1,-25.755404000000002,-16.202911
mắc hề gọi giao báo giao công,1,-11.796011,-24.526638000000002
shopee hàng muộn 16/01 hôm 17,1,-21.291930999999998,-18.394089
đơn đấy,1,-3.65233,-10.070282
tiki,1,-12.814891000000001,-6.107375
hàng hãng,1,-9.742325,-12.638527999999999
giao giúp,1,-19.286785000000002,-35.124043
dặn shipper giao gọi bấm chuông,1,-27.600557000000002,-19.360598
liên hệ hồng lý,1,2.4367229999999998,-8.390862
dòng báo,1,-7.7015199999999995,-2.3718790000000003
gọn ta gửi hoá sài gòn,1,7.138628999999999,-11.950546000000001
shop mũ bảo hành bé s,1,-4.791801,-29.858916999999998
mai 1 tuần nhân,1,2.000997,-7.295528999999999
oki ship giúp,1,6.251239,-24.561905
ship đà nẵng,1,13.106308,-23.172771
mai hẹn,1,-26.135715,-23.234835
cố gắng hôm hẹn,1,-27.04846,-20.252851
vưqf gọi,1,-27.679232,-17.788107
shopee dặn 110k y,1,-21.2785,-5.900440000000001
bọc đi,1,-20.682796,-9.691653
hôm bảo kệ,1,1.291935,-30.731995
bấm link đi,1,-13.138629000000002,-13.264458
cps shopee,1,-19.012913,-6.7174119999999995
giao giúp chở cũi,1,-13.752132000000001,-18.510632
shipper liên hệ thử hộ,1,-19.755041000000002,-16.868260999999997
dặn shipper hộ nha,1,-17.95787,-18.857096
rẻ,1,5.04396,-12.212222
chốt gửi hàng,1,-13.802721,-16.395422
check xong,1,-12.814734,-37.946259000000005
shop đơn ship chuyến 1h chiều 35 nguyễn tuân,1,10.617527,-21.516325
check đơn xong giúp,1,-18.609272,-29.064684000000003
uh,1,-3.3974230000000003,-22.417986
báo nviedn ben bảo hành ma,1,-1.505306,-28.560745
chờ,1,-31.512857,-14.008451999999998
chỗ,1,1.9832040000000002,-4.6504389999999995
đổi nha,1,-11.538945,-17.732677
link shopee hk,1,-14.575032,-6.757909
5h chiều,1,1.250983,-14.514307999999998
kệ hàng,1,-7.726903999999999,-8.962194
xong,1,-13.335617999999998,-37.36264
thử đặt,1,-15.155692000000002,-4.029408999999999
mai 7 đi,1,-10.524689,-28.098368
bảo hành đi 40p,1,-2.324868,-30.816925
gửi hàng xóm,1,-13.949031,-16.314751
shop gọi xe giúp,1,-8.426424,-5.8895
chở giúp t6 tuần đông nh đồ,1,-27.964178000000004,-9.318025
sẵn hàng shop,1,-1.704593,0.601862
shop ship giùm trg hôm,1,8.084133999999999,-16.980984
ship giùm hôm,1,7.094696000000001,-24.967392
vietcombank,1,-26.783127,-25.808857
sorry đứa đặt shopee kg rành,1,-21.085842,-5.750965
hàng đảm bảo chất bảo hành bao shop,1,-4.216991999999999,-31.587017
gửi dùm kg,1,-11.433983999999999,-1.2215
gọi giúp,1,-18.440704,-33.251492
bô grap ship,1,11.589884,-22.732134
hàng gửi tiền,1,4.804933,-29.051334000000004
bảo ship giúp hic,1,2.403747,-31.547913
hic tưởng ship,1,12.711188,-21.230929999999997
check phí xác dùm,1,7.08338,-18.391417999999998
tầm 7h tối ship vận chương giúp,1,9.0627,-20.799994
shop ship báo đ chỉ,1,-3.185395,-18.020526999999998
hành shop,1,-5.3252120000000005,-32.493126000000004
bây ship bao nhânk shop hôm mai báo đ chỉ,1,9.843893,-16.51223
khoản ngân hàng vietcombank xong khoản 250k ghi nội dung,1,-10.195304,-37.598114
chiều tầm 5h ship,1,12.880198,-19.264719
mai shop ship 439 âu giúp,1,6.685656,-23.937761
2h chiều,1,2.466905,-14.351938
ảnh chi tiết,1,1.421767,-7.1573009999999995
hôm ship bảo shop chỗ,1,1.9977099999999999,-31.474533
đặt hàng tối,1,-13.307929000000001,-10.639824
ok thanks,1,0.538822,-19.344347
thể gọi grab chỗ hàng,1,-11.055676,-21.220634
gọi grab,1,-8.197936,-26.137329
gọi giúp,1,-18.440739,-33.251404
