sentence,kmeans_cluster,x,y
đặt hàng shopee,0,-52.83786800000001,9.962767
mua trời thks,0,-42.192436,3.860743
bận,0,-49.415783000000005,-13.530621
ta,0,-42.300812,-5.420672
s mùng chụp rieg,0,-51.065585999999996,-3.275681
điện thoại 0972808390,0,-67.120049,-1.292237
ngả,0,-65.08498399999999,-19.019645999999998
tổng 695k,0,-55.428875,-0.988726
thử miệng,0,-44.016953,-8.916491
shop treo đỏo hồng đổi phễu,0,-41.90641,10.289989
thực thử mùi,0,-47.08976,-11.91445
đặt shopee,0,-57.709366,5.256329
gọi,0,-73.98455799999999,-14.211412
1590 là 2 chiều ạ,0,-34.439471999999995,2.878549
tuỳ chỉnh,0,-48.296165,-7.613823
tác dụng,0,-30.176989000000003,-3.3676739999999996
gọi,0,-73.984787,-14.211348000000001
đặt shopee,0,-57.709366,5.256329
đặt shopee,0,-57.837151,4.9939160000000005
nè,0,-48.543545,-2.283172
link shopee,0,-76.696671,4.142999
2 gửi,0,-44.127769,18.329489000000002
đợi,0,-41.43573,-12.013675
nhờ ̀ng nhận giúp vì ở nhà,0,-58.074467000000006,-20.164463
nhờ người chuyển ghi ghi facebook,0,-31.827314,-12.852846000000001
1 xúc xắc nữa,0,-44.311779,6.7579899999999995
link shopee đồ,0,-48.645493,16.912584
aroma mấy,0,-35.289803000000006,3.831836
ui ngả,0,-51.261845,-3.571932
vầy,0,-65.875809,-28.142878000000003
thân 74,0,-63.413986,-20.624636
cộng 90cm,0,-55.455718999999995,-8.455467
đặt shopee,0,-58.368187,5.416778
đặt hàng shopee,0,-52.83786800000001,9.962767
ạh,0,-39.515701,6.131983999999999
gọi,0,-73.98479499999999,-14.211343
dùm,0,-32.881706,-16.866211
liệu order tết,0,-44.40773,-8.820333999999999
xúc xắc gặm nướu 2 yếm chống thấm,0,-45.175938,-0.638113
jo xì khói,0,-65.872322,-23.343662
chút sho,0,-51.773907,-8.665425
bao nhiêu,0,-66.61685200000001,14.118988
lều trẻ,0,-32.671162,3.8514720000000002
muộn,0,-60.077732,-19.699965
bgio,0,-65.576233,-26.404549
ôi,0,-50.362235999999996,-11.817915
133 dương bá trạc p1 q8,0,-54.714332999999996,-18.665905
link shopee đặt hàng gửi,0,-53.172081000000006,10.328627000000001
re goi dau bé,0,-45.887287,3.704078
dậy kiểu ngủ,0,-45.01762,1.54386
phun vòi,0,-56.787853000000005,-11.563118
thoát mấy lỗ,0,-49.131565,-1.034119
hỏng,0,-48.211769,-7.756328999999999
ok đặt shopee,0,-50.148182,12.23077
100k,0,-43.800090999999995,-16.701731
thẻ điện thoại,0,-63.923759,-3.3078260000000004
1 det xúc xắc,0,-44.351074,6.710713
bao nhiêu,0,-68.245598,13.023166
bao nhiêu,0,-67.869247,12.884792
đặt shopee hôm,0,-52.148121,10.319003
ch tiết,0,-33.487827,-12.013098
bill mhé,0,-65.691299,-23.639795
hihi,0,-72.385048,-25.540356
combi,0,-62.163849,-16.711924
cốc uôbgs 360 độ,0,-39.984619,-4.58274
chuẩn,0,-65.677391,-19.873535
hihi,0,-72.384697,-25.540285
bao nhiêu,0,-68.514412,11.590663000000001
công ty cp kỹ thuật xây dựng phòng sạch chun wô,0,-45.827690000000004,-17.555267
tháo 0931252989 sảnh r4 royal city,0,-48.130753000000006,-9.88847
đơ chút,0,-43.257217,-5.06308
đặt shopee,0,-58.368187,5.416778
bao nhiêu,0,-68.514412,11.590663000000001
hiện,0,-32.529118,1.3591959999999998
bao nhiêu,0,-68.245598,13.023166
lều,0,-64.16571,-16.950609
điện thoại 0966601230,0,-67.646408,-3.060015
xác 1m45,0,-63.313152,-20.318045
tầm 1m45,0,-39.25922,0.206504
bao nhiêu,0,-68.514412,11.590663000000001
tầm 6-7h,0,-39.245585999999996,0.198687
lật bàn phẳng vẽ,0,-45.282211,3.692914
gọi,0,-73.984528,-14.211424
bánh odi,0,-47.239983,3.239564
nhiêu,0,-64.59073599999999,15.820913000000001
0909371772 vui,0,-59.367493,-16.626762
oki,0,-58.804409,12.692006
khoan tường,0,-48.949326,-8.217122
order,0,-52.384392,-10.779599000000001
link shopee,0,-76.696671,4.142999
hoá hàng nhập khẩu 220v đ,0,-34.950146000000004,-19.148986999999998
đầu bỡ ngỡ,0,-41.135483,-2.0238169999999998
khay đoa chức năng cảnh báo,0,-33.118713,0.163078
konig kid cung hét hả,0,-55.608398,-8.300203
ôi t7 quê,0,-52.104015000000004,-14.660029000000002
da,0,-33.415896999999994,-12.267388
quét mã qr,0,-58.324326,-17.323666
đặt shopee,0,-58.178162,4.979245
dọn quên hxuong,0,-59.091209,-19.748274
bao nhiêu,0,-68.514412,11.590663000000001
ghi 300,0,-38.557827,-3.355435
giá đọi infatin lun,0,-38.314823,8.003826
link shopee,0,-76.69664,4.142978
láng,0,-45.068127000000004,-17.675138
764 lăng,0,-46.852577000000004,-16.418438000000002
trang 450,0,-41.845913,-10.043878999999999
điện thoại gửi,0,-62.471782999999995,-3.343552
khoan đất,0,-49.637291,-9.001369
đất,0,-48.75758,-7.536872
bận xly,0,-62.47023000000001,-20.106844
qên báo xly dây buộc,0,-50.440304,-2.444098
báo qa xly,0,-40.898540000000004,13.580046
ok bao nhiêu nôi sg111 co thê dieu chinh độ nghiêng fk,0,-34.971859,6.686288
điện thoại 0936331305,0,-67.32901,-4.360776
bao nhiêu,0,-66.61685200000001,14.118988
đặt shopee,0,-57.709366,5.256329
link shopee,0,-76.69664,4.142978
điện thoại 0983097397,0,-67.76342,-1.615958
bao nhiêu,0,-68.964638,14.75559
huhu,0,-54.995728,-23.47257
