sentence,kmeans_cluster,x,y
giá,6,-6.933708,-65.29927099999999
tiền khoản,6,-2.076168,-51.757961
ship mai,6,11.87364,-59.426646999999996
tiền khoản nha,6,-6.013268,-47.742638
giá,6,-6.933708,-65.29927099999999
gọi ship,6,7.697349000000001,-55.362801
ship đi,6,16.020864000000003,-56.474318999999994
ngắm đường ngoan hợp tác,6,8.40054,-39.982475
giá,6,-5.9604349999999995,-64.074333
https //www facebook com/1454523434857990/pós/2353017268341931/,6,2.018037,-43.038136
khoản tech,6,-14.212852999999999,-43.796864
lắp,6,-18.316963,-63.056667000000004
hôm mấy ship,6,5.867909,-44.768772
ship shopee phí ship,6,14.83774,-50.675758
tài khoản bidv,6,-16.164236,-49.210644
đ/c khánh 0914 634 889 sảnh hộ - tháp - díovẻ complẽ 302 cầu giấy,6,8.411332000000002,-39.157726000000004
khoản rồi nhé,6,-15.161776000000001,-40.469921
khoản ntnao,6,-14.27214,-43.760262
màu xanh,6,22.413294,-74.569847
https //www facebook com/1454523434857990/pós/2357077891269202/,6,2.017944,-43.038143
màu xanh,6,22.654055,-74.870544
hàng,6,-18.837406,-71.360268
ship hàng,6,2.646476,-49.901061999999996
tối mai gửi ship,6,7.682858,-49.409904
ok ship,6,12.206982,-45.803272
giá,6,-5.261203,-62.453945
ship hôm,6,11.212098,-53.22933199999999
cảm ơn,6,10.003865,-70.100555
màu xanh,6,22.654055,-74.870544
cảm ơn,6,10.003865,-70.100555
tài khoản đi,6,-14.334527,-53.901858999999995
ok ship,6,12.20688,-45.803421
cảm ơn,6,10.460014,-68.808228
chào shop,6,4.811396,-60.781036
cảm ơn,6,9.942391,-68.728348
cảm ơn,6,10.003865,-70.100555
màu xanh,6,22.654055,-74.870544
khoản triệu 50 hàng khoản,6,-9.284146,-46.1087
giá,6,-6.933708,-65.29927099999999
lắp,6,-18.316944,-63.05653
giá,6,-5.261203,-62.453945
https //m facebook com/stỏ php stỏ_fbid=2357987524511572 id=1454523434857990,6,-0.935679,-39.156086
https //m facebook com/stỏ php stỏ_fbid=2351953035115021 id=1454523434857990,6,-0.935732,-39.156277
https //m facebook com/stỏ php stỏ_fbid=2353149771662014 id=1454523434857990,6,-0.936523,-39.154881
khoản 40k ship tổng 560k,6,-14.551720999999999,-40.960322999999995
nhắn tài khoản khoản ship,6,-15.271607999999999,-55.776436
khoản nha,6,-7.337089,-54.071895999999995
tài khoản nha,6,-18.079117,-53.22478100000001
tài khoản nha khoản tiền ship nha,6,-5.855965,-49.492043
giá,6,-5.6747190000000005,-64.310905
check,6,-11.746325,-39.671368
khoản ship,6,-3.62764,-51.582947
gọi hộ khoản,6,-8.987373,-49.296043
ok ship đi,6,8.238306,-45.015316
46 dương quảng hàm,6,8.583677999999999,-40.880722
giá,6,-5.261203,-62.453945
ship đi,6,16.020857,-56.47438399999999
cảm ơn,6,10.003865,-70.100555
thông tài khoản nha,6,-14.284776,-49.852638
giá,6,-5.261203,-62.453945
giá,6,-5.261203,-62.453945
cảm ơn,6,9.942391,-68.728348
giá,6,-5.261203,-62.453945
hàng,6,-19.686459,-72.39888
check,6,-11.746455000000001,-39.670639
ship hàng,6,2.646473,-49.901161
tiền khoản,6,-2.075504,-51.758617
shop khoản,6,-4.774182,-43.973717
khoản tech check,6,-13.728902,-43.077304999999996
lắp,6,-18.316957000000002,-63.056442000000004
chốt khoản,6,-11.410378,-45.823601000000004
ghế khoản tài khoản hôm,6,-12.025284,-53.57309
tài khoản vietcombank,6,-16.640045,-51.100184999999996
khoản xong,6,-10.595252,-49.978111
shop tài khoản,6,-11.560513,-54.520821
chiều ship nha,6,8.749854,-45.243522999999996
giá,6,-5.9604349999999995,-64.074333
màu xanh,6,22.413294,-74.569847
lê hoang hai yen,6,7.762627,-36.63559
khung facebook,6,2.048463,-43.089771
màu xanh màu,6,23.437054,-74.017799
chiều ship đi,6,16.017682999999998,-56.440289
chào shop,6,4.811577,-60.78183000000001
cảm ơn,6,10.003865,-70.100555
lắp,6,-18.31694,-63.056461
giá,6,-5.9604349999999995,-64.074333
củ chi,6,7.594286,-38.805759
ship gọi,6,7.697349000000001,-55.362801
shopee,6,-2.384691,-77.769363
check giúp ship,6,6.077262999999999,-47.828926
shop tài khoản,6,-11.560274,-54.520786
tài khoản gửi tiền,6,-13.017873,-51.895638
shopee,6,-2.384691,-77.769363
giá,6,-6.933708,-65.29927099999999
lắp,6,-18.316952,-63.056492000000006
chào shop,6,4.811161,-60.783272
chào shop,6,4.812035,-60.780581999999995
khoản thủy gửi dùm,6,-11.420448,-40.193478000000006
nhắn tài khoản,6,-17.062666,-53.235485
ship hàng giúp,6,4.508999,-49.406162
giá,6,-3.6551989999999996,-65.050331
khoản ship hàng giúp,6,-5.401956,-50.056446
giá,6,-6.933708,-65.29927099999999
khoản shop,6,-4.774178,-43.973713000000004
ok ship xong khoản,6,-4.964873000000001,-49.262844
giá,6,-5.9604349999999995,-64.074333
giá,6,-5.9604349999999995,-64.074333
gọi ship,6,7.697332,-55.362991
tài khoản đi,6,-14.334527,-53.901858999999995
ghế lát khoản,6,-7.647519,-39.946396
okie giao khoản,6,-10.46241,-43.354313
giá,6,-6.933708,-65.29927099999999
cảm ơn,6,9.942391,-68.728348
cảm ơn,6,10.003865,-70.100555
cảm ơn,6,10.003865,-70.100555
ship hàng,6,2.645966,-49.902015999999996
gửi tài khoản khoản,6,-15.953826000000001,-54.684810999999996
khoản shop vận,6,-6.662560000000001,-43.924191
khoản giao hàng hả,6,-7.940537,-49.603146
tài khoản đi,6,-14.334527,-53.901858999999995
shop tài khoản khoản xong hôm shop ship mai,6,-6.334331,-49.252598
giao gọi khoản thông,6,-8.899701,-48.975555
ship giúp,6,2.294238,-53.76783399999999
mai ship,6,11.87364,-59.426646999999996
ok ship,6,12.207094999999999,-45.80336
giá,6,-6.933708,-65.29927099999999
màu xanh,6,22.654055,-74.870544
khoản shop,6,-4.774182,-43.973717
mai khoản xong nhắn shop shop gửi,6,-8.490244,-43.711647
shop tài khoản khoản,6,-11.784966,-54.794292000000006
khoản nha shop,6,-5.535903,-43.812168
shop tài khoản,6,-11.560513,-54.520821
khoản thìa,6,-14.209769,-43.777821
ok shop shop tài khoản đi,6,-6.906157,-43.880745000000005
check,6,-11.745880999999999,-39.670840999999996
ok khoản 1 kia nhắn,6,-8.204727,-39.544498
check tài khoản đi,6,-13.809904999999999,-53.029044999999996
check tài khoản,6,-16.575008,-52.057041
khoản xong báo,6,-7.78476,-45.567673
shopee,6,-2.384691,-77.769363
facebook,6,0.11393099999999999,-44.401112
ship tối giúp,6,5.595683,-47.568740999999996
cảm ơn,6,10.003865,-70.100555
giá,6,-6.933708,-65.29927099999999
giá,6,-6.933708,-65.29927099999999
giá,6,-5.9604349999999995,-64.074333
chào shop,6,4.812012,-60.780190000000005
hôm ship,6,11.212258,-53.228752
cảm ơn,6,10.003865,-70.100555
giá,6,-6.933708,-65.29927099999999
khoản phí ship rẻ,6,-2.4264189999999997,-48.594952
giá,6,-6.933708,-65.29927099999999
hàng,6,-20.625673000000003,-73.701996
hàng toán ship shopee,6,2.25922,-47.296776
khoản giúp,6,-9.00606,-51.280712
shopee,6,-2.384691,-77.769363
chào shop,6,4.811205999999999,-60.782996999999995
khoản gửi hàng,6,-8.233821,-50.587891
giá,6,-3.6551989999999996,-65.050331
hôm ship,6,11.213838,-53.23016
màu xanh,6,22.654055,-74.870544
440 vĩnh hưng,6,8.947826,-39.954559
ship hàng,6,2.645738,-49.901863
tiki hả khoản,6,-6.143694,-40.626549
ok khoản,6,-7.538391000000001,-52.932354000000004
độ khoản,6,-8.378533000000001,-47.202953
ship đi nha,6,8.389083,-45.033951
shopee ship,6,1.757797,-47.283955
khoản báo,6,-5.406064,-45.304951
khoản shop ship xe,6,-5.209058,-46.563324
hôm ship,6,11.213206,-53.230906999999995
giá,6,-5.261203,-62.453945
giá,6,-6.933708,-65.29927099999999
chào shop,6,4.811661,-60.786304
ship hôm,6,11.211757,-53.230183
cảm ơn,6,9.942391,-68.728348
giá,6,-6.933708,-65.29927099999999
giá,6,-6.933708,-65.29927099999999
76 chương dương linh chiểu thủ đức,6,9.513771,-39.650112
giá,6,-6.933708,-65.29927099999999
khoản 650k,6,-14.297274,-43.744282
khoản 700k nha,6,-11.822763,-42.091427
lắp,6,-18.316945999999998,-63.056538
tài khoản nha,6,-18.079203,-53.224876
khoản shop,6,-4.774014,-43.973755
giá,6,-6.933708,-65.29927099999999
shopee,6,-2.384691,-77.769363
lắp,6,-18.316952,-63.05645
giá,6,-5.261203,-62.453945
giá,6,-6.933708,-65.29927099999999
hôm ship hả,6,5.842657,-44.646034
cảm ơn,6,10.003865,-70.100555
hàng,6,-19.400501000000002,-71.216812
ship tủ giúp,6,5.599828,-45.889725
chiều khoản,6,-7.630215,-47.535404
đội nhân,6,4.217357,-37.268574
hôm ship,6,11.214785000000001,-53.225108999999996
ok ship,6,12.207104,-45.803398
màu xanh,6,22.413294,-74.569847
hôm ship,6,11.211617,-53.22908
mai ship,6,11.873669,-59.426605
giá,6,-5.9604349999999995,-64.074333
ship đi,6,16.020884,-56.47433100000001
ship nha,6,10.825285000000001,-45.939602
giá,6,-5.261203,-62.453945
màu xanh,6,22.413294,-74.569847
tài khoản khoản nhed,6,-16.111829999999998,-51.485240999999995
866 chợ 1 mong thọ châu thành kiên giang 0944788844,6,8.397249,-40.513031
cảm ơn,6,9.942391,-68.728348
https //www facebook com/shopgauvabingo/photópcb 2353122761664715/2353122421664749/ type=3 theatẻ,6,0.577835,-41.03825
giá,6,-5.9604349999999995,-64.074333
hàng,6,-20.625673000000003,-73.701996
gọi ship,6,7.697265,-55.3624
ship đi,6,16.020885,-56.47435
ship hàng,6,2.650845,-49.901428
màu xanh,6,22.654055,-74.870544
giá,6,-6.933708,-65.29927099999999
khoản 50-60,6,-14.294091,-43.759007000000004
giá,6,-6.933708,-65.29927099999999
giá,6,-6.933708,-65.29927099999999
ok tài khoản,6,-17.965957999999997,-52.994006999999996
hàng,6,-19.577251,-72.88588
giá,6,-6.933708,-65.29927099999999
hôm ship mai,6,7.674589999999999,-52.070515
shop mfinh tài khoản khoản toán,6,-12.769028,-49.19162
cảm ơn,6,10.393824,-66.817093
https //m facebook com/stỏ php stỏ_fbid=2353097265000598 id=1454523434857990,6,-0.9367280000000001,-39.154990999999995
giá,6,-5.261203,-62.453945
khoản tiền hàng,6,-6.2116620000000005,-47.696296999999994
hàng,6,-19.577251,-72.88588
chào shop,6,4.811361,-60.781837
lắp,6,-18.316952,-63.056492000000006
ok khoản,6,-7.538289999999999,-52.932368999999994
tài khoản ctien,6,-16.257565,-48.844570000000004
chào shop,6,4.8142949999999995,-60.772842000000004
hàng giúp,6,-19.99563,-70.401848
mai ship,6,11.873669,-59.426605
giá,6,-5.6747190000000005,-64.310905
cảm ơn,6,10.003865,-70.100555
nhắn tài khoản tiền,6,-13.093352000000001,-51.733364
shop ship giao hàng giúp,6,8.347437,-46.946415
ok ship,6,12.206959,-45.803371000000006
tài khoản vietcombank,6,-16.640032,-51.100269
ship tối,6,13.080985,-49.910851
tối ship,6,13.080987,-49.910847
cảm ơn,6,10.003865,-70.100555
hoá đơn khoản,6,-10.20491,-42.196205
âu,6,8.100966,-37.137093
nhắn tài khoản,6,-17.062794,-53.23548100000001
